c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
647-1,5,1979,73.137001,21.4613,27.826599,102.5,4.2923346,3.0662513,3.3259923,4.6298628,647,1978,93,4.3186607,4.3129578,3.0416517,3.3168442,3.2967327,4.59512,4.5501857,0,0,0,1,0,0,0,0,0
648-1,5,1980,101.04,21.5776,36.750999,101.65,4.6155167,3.0716558,3.6041653,4.6215358,648,1979,93,4.2923346,4.3186607,3.0662513,3.3259923,3.3168442,4.6298628,4.59512,0,0,0,0,1,0,0,0,0
649-1,5,1981,90.893997,21.219601,31.716,98.474998,4.5096941,3.0549252,3.4568212,4.5898027,649,1980,93,4.6155167,4.2923346,3.0716558,3.6041653,3.3259923,4.6215358,4.6298628,0,0,0,0,0,1,0,0,0
650-1,5,1982,78.083,22.6926,30.0867,94.974998,4.3577724,3.1220388,3.4040833,4.5536137,650,1981,93,4.5096941,4.6155167,3.0549252,3.4568212,3.6041653,4.5898027,4.6215358,0,0,0,0,0,0,1,0,0
651-1,5,1983,73.558998,23.534401,28.705,100.775,4.2980876,3.1584632,3.3570714,4.6128902,651,1982,93,4.3577724,4.5096941,3.1220388,3.4040833,3.4568212,4.5536137,4.5898027,0,0,0,0,0,0,0,1,0
652-1,4,1976,2.517,31.4967,.32749999,117.6,.92306769,3.4498827,-1.1162673,4.7672892,652,1983,94,,,,,,,,1,0,0,0,0,0,0,0,0
653-1,4,1977,2.517,28.2251,.34779999,115.875,.92306769,3.3402116,-1.0561277,4.752512,653,1976,94,.92306769,,3.4498827,-1.1162673,,4.7672892,,0,1,0,0,0,0,0,0,0
654-1,4,1978,2.5009999,27.801201,.3511,113.525,.91669065,3.3250792,-1.0466841,4.7320232,654,1977,94,.92306769,.92306769,3.3402116,-1.0561277,-1.1162673,4.752512,4.7672892,0,0,1,0,0,0,0,0,0
655-1,4,1979,2.398,26.7117,.38389999,109.875,.87463504,3.2851017,-.9573732,4.6993432,655,1978,94,.91669065,.92306769,3.3250792,-1.0466841,-1.0561277,4.7320232,4.752512,0,0,0,1,0,0,0,0,0
656-1,4,1980,2.312,26.123899,.39050001,102.225,.83811295,3.2628505,-.94032729,4.6271763,656,1979,94,.87463504,.91669065,3.2851017,-.9573732,-1.0466841,4.6993432,4.7320232,0,0,0,0,1,0,0,0,0
657-1,4,1981,1.928,25.926701,.35780001,91.900002,.65648317,3.2552733,-1.0277811,4.5207009,657,1980,94,.83811295,.87463504,3.2628505,-.94032729,-.9573732,4.6271763,4.6993432,0,0,0,0,0,1,0,0,0
658-1,4,1982,1.6569999,28.877701,.2766,90.175003,.5050087,3.3630698,-1.2851828,4.5017524,658,1981,94,.65648317,.83811295,3.2552733,-1.0277811,-.94032729,4.5207009,4.6271763,0,0,0,0,0,0,1,0,0
659-1,1,1976,.95300001,26.133499,.32139999,126.7636,-.048140366,3.2632179,-1.1350689,4.8423238,659,1982,95,,,,,,,,1,0,0,0,0,0,0,0,0
660-1,1,1977,.94700003,24.080999,.32910001,128.3653,-.054456156,3.1814232,-1.1113936,4.8548799,660,1976,95,-.048140366,,3.2632179,-1.1350689,,4.8423238,,0,1,0,0,0,0,0,0,0
661-1,1,1978,.92500001,23.9431,.37670001,124.4507,-.077961527,3.1756802,-.97630614,4.8239098,661,1977,95,-.054456156,-.048140366,3.1814232,-1.1113936,-1.1350689,4.8548799,4.8423238,0,0,1,0,0,0,0,0,0
662-1,1,1979,1.074,26.5404,.44220001,125.2176,.071389996,3.2786682,-.81599301,4.8300529,662,1978,95,-.077961527,-.054456156,3.1756802,-.97630614,-1.1113936,4.8239098,4.8548799,0,0,0,1,0,0,0,0,0
663-1,1,1980,1.051,23.332701,.38510001,100,.049742091,3.1498559,-.95425224,4.6051702,663,1979,95,.071389996,-.077961527,3.2786682,-.81599301,-.97630614,4.8300529,4.8239098,0,0,0,0,1,0,0,0,0
664-1,1,1981,.93400002,28.928699,.278,97.430496,-.068278827,3.3648341,-1.2801342,4.5791392,664,1980,95,.049742091,.071389996,3.1498559,-.95425224,-.81599301,4.6051702,4.8300529,0,0,0,0,0,1,0,0,0
665-1,1,1982,.87599999,28.888599,.25240001,96.679703,-.1323892,3.363447,-1.3767401,4.5714035,665,1981,95,-.068278827,.049742091,3.3648341,-1.2801342,-.95425224,4.5791392,4.6051702,0,0,0,0,0,0,1,0,0
666-1,1,1976,51.395,22.839199,9.2438002,126.7636,3.9395409,3.1284783,2.223953,4.8423238,666,1982,96,,,,,,,,1,0,0,0,0,0,0,0,0
667-1,1,1977,51.490002,21.413,8.7651997,128.3653,3.9413877,3.0639982,2.1707892,4.8548799,667,1976,96,3.9395409,,3.1284783,2.223953,,4.8423238,,0,1,0,0,0,0,0,0,0
668-1,1,1978,60.299999,23.093599,12.8005,124.4507,4.0993319,3.1395555,2.5494843,4.8239098,668,1977,96,3.9413877,3.9395409,3.0639982,2.1707892,2.223953,4.8548799,4.8423238,0,0,1,0,0,0,0,0,0
669-1,1,1979,59.5,25.8283,12.1624,125.2176,4.0859761,3.2514708,2.4983492,4.8300529,669,1978,96,4.0993319,3.9413877,3.1395555,2.5494843,2.1707892,4.8239098,4.8548799,0,0,0,1,0,0,0,0,0
670-1,1,1980,50.299999,23.752701,11.0556,100,3.918005,3.1676962,2.4029372,4.6051702,670,1979,96,4.0859761,4.0993319,3.2514708,2.4983492,2.5494843,4.8300529,4.8239098,0,0,0,0,1,0,0,0,0
671-1,1,1981,42.599998,25.834801,9.7608995,97.430496,3.7518542,3.2517223,2.2783844,4.5791392,671,1980,96,3.918005,4.0859761,3.1676962,2.4029372,2.4983492,4.6051702,4.8300529,0,0,0,0,0,1,0,0,0
672-1,1,1982,27.700001,27.842199,5.1662998,96.679703,3.3214324,3.3265529,1.6421567,4.5714035,672,1981,96,3.7518542,3.918005,3.2517223,2.2783844,2.4029372,4.5791392,4.6051702,0,0,0,0,0,0,1,0,0
673-1,4,1976,23.423,30.9571,3.6468,117.6,3.1537185,3.4326024,1.2938501,4.7672892,673,1982,97,,,,,,,,1,0,0,0,0,0,0,0,0
674-1,4,1977,23.566999,26.5777,3.8748,115.875,3.1598475,3.2800725,1.3544941,4.752512,674,1976,97,3.1537185,,3.4326024,1.2938501,,4.7672892,,0,1,0,0,0,0,0,0,0
675-1,4,1978,23.989,24.1514,4.3406,113.525,3.1775954,3.1843424,1.4680126,4.7320232,675,1977,97,3.1598475,3.1537185,3.2800725,1.3544941,1.2938501,4.752512,4.7672892,0,0,1,0,0,0,0,0,0
676-1,4,1979,23.347,23.2528,4.4106002,109.875,3.1504686,3.1464255,1.4840108,4.6993432,676,1978,97,3.1775954,3.1598475,3.1843424,1.4680126,1.3544941,4.7320232,4.752512,0,0,0,1,0,0,0,0,0
677-1,4,1980,22.597,24.5296,4.3723001,102.225,3.1178172,3.1998806,1.4752892,4.6271763,677,1979,97,3.1504686,3.1775954,3.1464255,1.4840108,1.4680126,4.6993432,4.7320232,0,0,0,0,1,0,0,0,0
678-1,4,1981,17.405001,24.167801,3.6176,91.900002,2.8567576,3.1850212,1.2858108,4.5207009,678,1980,97,3.1178172,3.1504686,3.1998806,1.4752892,1.4840108,4.6271763,4.6993432,0,0,0,0,0,1,0,0,0
679-1,4,1982,14.94,25.943899,2.8927,90.175003,2.7040422,3.2559364,1.0621903,4.5017524,679,1981,97,2.8567576,3.1178172,3.1850212,1.2858108,1.4752892,4.5207009,4.6271763,0,0,0,0,0,0,1,0,0
680-1,1,1977,3.625,30.747101,3.066,127.164,1.2878543,3.4257958,1.1203737,4.8454776,680,1982,98,,,,,,,,0,1,0,0,0,0,0,0,0
681-1,1,1978,4.23,27.507601,3.5439,127.3866,1.442202,3.3144624,1.2652278,4.8472266,681,1977,98,1.2878543,,3.4257958,1.1203737,,4.8454776,,0,0,1,0,0,0,0,0,0
682-1,1,1979,4.1919999,28.126801,4.6374998,124.6424,1.4331779,3.3367229,1.5341754,4.825449,682,1978,98,1.442202,1.2878543,3.3144624,1.2652278,1.1203737,4.8472266,4.8454776,0,0,0,1,0,0,0,0,0
683-1,1,1980,4.165,34.055,4.9047999,118.9132,1.4267162,3.527977,1.5902143,4.7783937,683,1979,98,1.4331779,1.442202,3.3367229,1.5341754,1.2652278,4.825449,4.8472266,0,0,0,0,1,0,0,0,0
684-1,1,1981,8.507,28.423401,6.2087002,99.357597,2.1408894,3.3472128,1.8259516,4.5987253,684,1980,98,1.4267162,1.4331779,3.527977,1.5902143,1.5341754,4.7783937,4.825449,0,0,0,0,0,1,0,0,0
685-1,1,1982,7.7199998,33.678501,6.2589002,97.242798,2.0438144,3.5168598,1.8340045,4.5772109,685,1981,98,2.1408894,1.4267162,3.3472128,1.8259516,1.5902143,4.5987253,4.7783937,0,0,0,0,0,0,1,0,0
686-1,1,1983,7.2210002,35.917,6.3804002,97.194397,1.9769934,3.5812106,1.8532308,4.5767131,686,1982,98,2.0438144,2.1408894,3.5168598,1.8340045,1.8259516,4.5772109,4.5987253,0,0,0,0,0,0,0,1,0
687-1,9,1977,1.082,26.280899,.2225,104.5512,.078811198,3.2688425,-1.5028282,4.6496768,687,1983,99,,,,,,,,0,1,0,0,0,0,0,0,0
688-1,9,1978,1.085,24.9293,.2375,107.5437,.08158002,3.2160439,-1.4375876,4.6778975,688,1977,99,.078811198,,3.2688425,-1.5028282,,4.6496768,,0,0,1,0,0,0,0,0,0
689-1,9,1979,1.112,26.2064,.2669,110.0804,.10616019,3.2660036,-1.3208812,4.701211,689,1978,99,.08158002,.078811198,3.2160439,-1.4375876,-1.5028282,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0
690-1,9,1980,1.082,25.9102,.24879999,108.9509,.078811198,3.2546368,-1.3911059,4.6908975,690,1979,99,.10616019,.08158002,3.2660036,-1.3208812,-1.4375876,4.701211,4.6778975,0,0,0,0,1,0,0,0,0
691-1,9,1981,.91100001,25.9697,.1521,98.2966,-.093212366,3.2569304,-1.8832171,4.5879893,691,1980,99,.078811198,.10616019,3.2546368,-1.3911059,-1.3208812,4.6908975,4.701211,0,0,0,0,0,1,0,0,0
692-1,9,1982,.57200003,27.189899,.1287,92.593697,-.55861622,3.3028455,-2.050271,4.5282211,692,1981,99,-.093212366,.078811198,3.2569304,-1.8832171,-1.3911059,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0
693-1,9,1983,.51999998,26.4638,.1103,91.5326,-.65392649,3.2757778,-2.2045515,4.516695,693,1982,99,-.55861622,-.093212366,3.3028455,-2.050271,-1.8832171,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0
694-1,1,1977,4.5450001,19.990101,1.9634,127.6979,1.5140277,2.9952371,.67467767,4.8496671,694,1983,100,,,,,,,,0,1,0,0,0,0,0,0,0
695-1,1,1978,4.9169998,22.208599,2.0044999,126.0818,1.5926986,3.1004796,.69539464,4.8369308,695,1977,100,1.5140277,,2.9952371,.67467767,,4.8496671,,0,0,1,0,0,0,0,0,0
696-1,1,1979,5.0679998,24.4737,1.5128,124.8981,1.6229463,3.1975992,.41396222,4.8274984,696,1978,100,1.5926986,1.5140277,3.1004796,.69539464,.67467767,4.8369308,4.8496671,0,0,0,1,0,0,0,0,0
697-1,1,1980,5.717,21.7729,1.5108,110.5073,1.7434442,3.0806661,.41263932,4.7050815,697,1979,100,1.6229463,1.5926986,3.1975992,.41396222,.69539464,4.8274984,4.8369308,0,0,0,0,1,0,0,0,0
698-1,1,1981,5.3330002,22.777599,1.4888,98.501099,1.673914,3.1257775,.39797047,4.5900679,698,1980,100,1.7434442,1.6229463,3.0806661,.41263932,.41396222,4.7050815,4.8274984,0,0,0,0,0,1,0,0,0
699-1,1,1982,5.053,26.613501,1.3406,96.9925,1.6199821,3.2814186,.29311728,4.5746336,699,1981,100,1.673914,1.7434442,3.1257775,.39797047,.41263932,4.5900679,4.7050815,0,0,0,0,0,0,1,0,0
700-1,1,1983,5.7389998,28.148399,1.2453001,97.880699,1.747285,3.3374906,.2193765,4.5837493,700,1982,100,1.6199821,1.673914,3.2814186,.29311728,.39797047,4.5746336,4.5900679,0,0,0,0,0,0,0,1,0
701-1,8,1977,4.9759998,20.829399,.86089998,117.9279,1.6046263,3.0363655,-.14977694,4.7700734,701,1983,101,,,,,,,,0,1,0,0,0,0,0,0,0
702-1,8,1978,4.9970002,19.585699,.84009999,120.2607,1.6088377,2.9747996,-.17423436,4.7896619,702,1977,101,1.6046263,,3.0363655,-.14977694,,4.7700734,,0,0,1,0,0,0,0,0,0
703-1,8,1979,5.0619998,19.4888,.94370002,118.9515,1.6217617,2.96984,-.057946943,4.7787156,703,1978,101,1.6088377,1.6046263,2.9747996,-.17423436,-.14977694,4.7896619,4.7700734,0,0,0,1,0,0,0,0,0
704-1,8,1980,5.0700002,19.6896,.99330002,113.406,1.6233408,2.9800906,-.0067225248,4.7309742,704,1979,101,1.6217617,1.6088377,2.96984,-.057946943,-.17423436,4.7787156,4.7896619,0,0,0,0,1,0,0,0,0
705-1,8,1981,4.4349999,18.663,.87830001,98.165497,1.4895276,2.926543,-.12976705,4.5866547,705,1980,101,1.6233408,1.6217617,2.9800906,-.0067225248,-.057946943,4.7309742,4.7787156,0,0,0,0,0,1,0,0,0
706-1,8,1982,3.4460001,22.705099,.78250003,92.314201,1.2372142,3.1225896,-.24526133,4.525198,706,1981,101,1.4895276,1.6233408,2.926543,-.12976705,-.0067225248,4.5866547,4.7309742,0,0,0,0,0,0,1,0,0
707-1,8,1983,2.9649999,23.854601,.59469998,92.120697,1.086877,3.171977,-.51969826,4.5230994,707,1982,101,1.2372142,1.4895276,3.1225896,-.24526133,-.12976705,4.525198,4.5866547,0,0,0,0,0,0,0,1,0
708-1,3,1977,.60699999,27.964001,.26179999,105.4446,-.49922651,3.3309181,-1.3401744,4.658186,708,1983,102,,,,,,,,0,1,0,0,0,0,0,0,0
709-1,3,1978,.72299999,25.9473,.3328,107.839,-.32434607,3.2560675,-1.1002135,4.6806393,709,1977,102,-.49922651,,3.3309181,-1.3401744,,4.658186,,0,0,1,0,0,0,0,0,0
710-1,3,1979,.78299999,27.125401,.3829,109.5789,-.24462259,3.3004706,-.95998144,4.6966448,710,1978,102,-.32434607,-.49922651,3.2560675,-1.1002135,-1.3401744,4.6806393,4.658186,0,0,0,1,0,0,0,0,0
711-1,3,1980,.884,26.2789,.45989999,108.6693,-.12329821,3.2687664,-.77674621,4.6883092,711,1979,102,-.24462259,-.32434607,3.3004706,-.95998144,-1.1002135,4.6966448,4.6806393,0,0,0,0,1,0,0,0,0
712-1,3,1981,.88599998,26.058001,.43740001,99.849098,-.12103835,3.260325,-.82690716,4.6036601,712,1980,102,-.12329821,-.24462259,3.2687664,-.77674621,-.95998144,4.6883092,4.6966448,0,0,0,0,0,1,0,0,0
713-1,3,1982,.91500002,29.4055,.41639999,99.370598,-.088831194,3.3811817,-.876109,4.5988564,713,1981,102,-.12103835,-.12329821,3.260325,-.82690716,-.77674621,4.6036601,4.6883092,0,0,0,0,0,0,1,0,0
714-1,3,1983,.98799998,29.6766,.51569998,101.243,-.012072606,3.3903589,-.66223013,4.6175237,714,1982,102,-.088831194,-.12103835,3.3811817,-.876109,-.82690716,4.5988564,4.6036601,0,0,0,0,0,0,0,1,0
715-1,5,1976,.465,21.559799,.0625,93.599998,-.76571786,3.0708303,-2.7725887,4.5390306,715,1983,103,,,,,,,,1,0,0,0,0,0,0,0,0
716-1,5,1977,.43099999,20.1996,.0748,97.800003,-.84164721,3.0056629,-2.5929375,4.5829248,716,1976,103,-.76571786,,3.0708303,-2.7725887,,4.5390306,,0,1,0,0,0,0,0,0,0
717-1,5,1978,.463,18.800301,.082800001,102.6,-.77002823,2.9338729,-2.4913273,4.6308379,717,1977,103,-.84164721,-.76571786,3.0056629,-2.5929375,-2.7725887,4.5829248,4.5390306,0,0,1,0,0,0,0,0,0
718-1,5,1979,.472,19.471901,.098399997,102.2,-.75077629,2.9689724,-2.3187146,4.6269317,718,1978,103,-.77002823,-.84164721,2.9338729,-2.4913273,-2.5929375,4.6308379,4.5829248,0,0,0,1,0,0,0,0,0
719-1,5,1980,.45699999,19.6674,.1006,100,-.78307194,2.9789624,-2.296603,4.6051702,719,1979,103,-.75077629,-.77002823,2.9689724,-2.3187146,-2.4913273,4.6269317,4.6308379,0,0,0,0,1,0,0,0,0
720-1,5,1981,.329,24.325899,.081699997,93.900002,-1.1116976,3.1915417,-2.5047014,4.5422306,720,1980,103,-.78307194,-.75077629,2.9789624,-2.296603,-2.3187146,4.6051702,4.6269317,0,0,0,0,0,1,0,0,0
721-1,5,1982,.296,19.645901,.071699999,98.199997,-1.2173958,2.9778688,-2.6352646,4.5870061,721,1981,103,-1.1116976,-.78307194,3.1915417,-2.5047014,-2.296603,4.5422306,4.6051702,0,0,0,0,0,0,1,0,0
722-1,7,1977,1.388,17.587999,.5916,95.820999,.32786387,2.8672168,-.52492458,4.5624819,722,1982,104,,,,,,,,0,1,0,0,0,0,0,0,0
723-1,7,1978,1.457,17.589701,.60710001,97.565399,.37637955,2.8673136,-.49906173,4.580523,723,1977,104,.32786387,,2.8672168,-.52492458,,4.5624819,,0,0,1,0,0,0,0,0,0
724-1,7,1979,1.607,17.7528,.66850001,99.733299,.47436908,2.8765433,-.40271887,4.6024995,724,1978,104,.37637955,.32786387,2.8673136,-.49906173,-.52492458,4.580523,4.5624819,0,0,0,1,0,0,0,0,0
725-1,7,1980,1.702,18.525101,.70779997,100.489,.53180403,2.9191265,-.34559375,4.6100483,725,1979,104,.47436908,.37637955,2.8765433,-.40271887,-.49906173,4.6024995,4.580523,0,0,0,0,1,0,0,0,0
726-1,7,1981,1.689,20.050301,.64990002,99.410797,.52413666,2.998244,-.43093675,4.5992608,726,1980,104,.53180403,.47436908,2.9191265,-.34559375,-.40271887,4.6100483,4.6024995,0,0,0,0,0,1,0,0,0
727-1,7,1982,1.546,21.7813,1.5735,98.742699,.43567094,3.0810518,.45330247,4.5925174,727,1981,104,.52413666,.53180403,2.998244,-.43093675,-.34559375,4.5992608,4.6100483,0,0,0,0,0,0,1,0,0
728-1,7,1983,1.563,21.272699,1.3786,100.1189,.44660702,3.0574245,.3210685,4.6063585,728,1982,104,.43567094,.52413666,3.0810518,.45330247,-.43093675,4.5925174,4.5992608,0,0,0,0,0,0,0,1,0
729-1,7,1984,1.564,22.1724,1.2611001,101.2078,.44724664,3.0988483,.23198439,4.6171761,729,1983,104,.44660702,.43567094,3.0574245,.3210685,.45330247,4.6063585,4.5925174,0,0,0,0,0,0,0,0,1
730-1,7,1977,.29100001,24.218201,.28799999,96.276199,-1.234432,3.1871045,-1.2447948,4.5672212,730,1984,105,,,,,,,,0,1,0,0,0,0,0,0,0
731-1,7,1978,.292,25.390699,.2721,98.3993,-1.2310015,3.2343829,-1.3015857,4.5890336,731,1977,105,-1.234432,,3.1871045,-1.2447948,,4.5672212,,0,0,1,0,0,0,0,0,0
732-1,7,1979,.30500001,24.8706,.2701,100.2334,-1.1874435,3.2136865,-1.3089631,4.6075015,732,1978,105,-1.2310015,-1.234432,3.2343829,-1.3015857,-1.2447948,4.5890336,4.5672212,0,0,0,1,0,0,0,0,0
733-1,7,1980,.32300001,28.421301,.27079999,100.2445,-1.1301029,3.3471389,-1.3063748,4.6076121,733,1979,105,-1.1874435,-1.2310015,3.2136865,-1.3089631,-1.3015857,4.6075015,4.5890336,0,0,0,0,1,0,0,0,0
734-1,7,1981,.30899999,28.6987,.2362,98.821602,-1.174414,3.3568518,-1.4430764,4.5933161,734,1980,105,-1.1301029,-1.1874435,3.3471389,-1.3063748,-1.3089631,4.6076121,4.6075015,0,0,0,0,0,1,0,0,0
735-1,7,1982,.28799999,28.369101,.2045,99.253098,-1.2447948,3.3453004,-1.5871873,4.5976729,735,1981,105,-1.174414,-1.1301029,3.3568518,-1.4430764,-1.3063748,4.5933161,4.6076121,0,0,0,0,0,0,1,0,0
736-1,7,1983,.26199999,30.340799,.2762,100.4744,-1.3394108,3.4124932,-1.28663,4.6099029,736,1982,105,-1.2447948,-1.174414,3.3453004,-1.5871873,-1.4430764,4.5976729,4.5933161,0,0,0,0,0,0,0,1,0
737-1,7,1984,.24699999,28.1751,.2529,101.5857,-1.3983669,3.3384385,-1.3747611,4.620903,737,1983,105,-1.3394108,-1.2447948,3.4124932,-1.28663,-1.5871873,4.6099029,4.5976729,0,0,0,0,0,0,0,0,1
738-1,7,1977,1.919,10.3138,.4603,96.389999,.65180421,2.3334827,-.77587682,4.5684023,738,1984,106,,,,,,,,0,1,0,0,0,0,0,0,0
739-1,7,1978,2.0050001,10.0798,.76120001,98.607803,.69564414,2.3105333,-.27285913,4.5911503,739,1977,106,.65180421,,2.3334827,-.77587682,,4.5684023,,0,0,1,0,0,0,0,0,0
740-1,7,1979,2.0510001,10.0004,.79089999,100.3584,.71832752,2.3026249,-.23458375,4.608748,740,1978,106,.69564414,.65180421,2.3105333,-.27285913,-.77587682,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
741-1,7,1980,2.092,10.8353,.73619998,100.1834,.73812056,2.3828094,-.30625349,4.6070027,741,1979,106,.71832752,.69564414,2.3026249,-.23458375,-.27285913,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
742-1,7,1981,2.109,11.1389,.63730001,98.674301,.74621391,2.4104435,-.45051476,4.5918245,742,1980,106,.73812056,.71832752,2.3828094,-.30625349,-.23458375,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
743-1,7,1982,2.0369999,10.6458,.54299998,99.380699,.71147811,2.3651655,-.61064601,4.598958,743,1981,106,.74621391,.73812056,2.4104435,-.45051476,-.30625349,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
744-1,7,1983,2.0280001,10.6346,.49590001,100.5633,.70705014,2.3641129,-.70138097,4.6107874,744,1982,106,.71147811,.74621391,2.3651655,-.61064601,-.45051476,4.598958,4.5918245,0,0,0,0,0,0,0,1,0
745-1,7,1984,1.969,10.7869,.44490001,101.6802,.67752582,2.3783324,-.80990571,4.6218324,745,1983,106,.70705014,.71147811,2.3641129,-.70138097,-.61064601,4.6107874,4.598958,0,0,0,0,0,0,0,0,1
746-1,7,1977,.98500001,10.4995,.40689999,95.707199,-.015113623,2.3513277,-.89918786,4.5612936,746,1984,107,,,,,,,,0,1,0,0,0,0,0,0,0
747-1,7,1978,1.075,11.1334,.4531,97.356903,.072320707,2.4099495,-.79164243,4.5783834,747,1977,107,-.015113623,,2.3513277,-.89918786,,4.5612936,,0,0,1,0,0,0,0,0,0
748-1,7,1979,1.149,10.7004,.77160001,99.608299,.13889204,2.3702812,-.259289,4.6012454,748,1978,107,.072320707,-.015113623,2.4099495,-.79164243,-.89918786,4.5783834,4.5612936,0,0,0,1,0,0,0,0,0
749-1,7,1980,1.395,10.1563,.75400001,100.5501,.33289441,2.3180943,-.28236291,4.6106563,749,1979,107,.13889204,.072320707,2.3702812,-.259289,-.79164243,4.6012454,4.5783834,0,0,0,0,1,0,0,0,0
750-1,7,1981,1.712,11.4474,.75529999,99.558098,.53766227,2.4377627,-.28064027,4.6007414,750,1980,107,.33289441,.13889204,2.3180943,-.28236291,-.259289,4.6106563,4.6012454,0,0,0,0,0,1,0,0,0
751-1,7,1982,1.607,13.8097,.6803,98.615097,.47436908,2.6253712,-.38522139,4.5912242,751,1981,107,.53766227,.33289441,2.4377627,-.28064027,-.28236291,4.6007414,4.6106563,0,0,0,0,0,0,1,0,0
752-1,7,1983,1.655,13.1138,.67799997,100.0301,.50380099,2.5736651,-.38860804,4.6054711,752,1982,107,.47436908,.53766227,2.6253712,-.38522139,-.28064027,4.5912242,4.6007414,0,0,0,0,0,0,0,1,0
753-1,7,1984,1.6390001,13.5973,.70929998,101.1133,.49408633,2.6098711,-.34347674,4.6162415,753,1983,107,.50380099,.47436908,2.5736651,-.38860804,-.38522139,4.6054711,4.5912242,0,0,0,0,0,0,0,0,1
754-1,7,1977,.648,23.7486,.58579999,95.707199,-.43386459,3.1675236,-.53477687,4.5612936,754,1984,108,,,,,,,,0,1,0,0,0,0,0,0,0
755-1,7,1978,.59500003,24.811899,.58359998,97.356903,-.51919383,3.2113233,-.53853947,4.5783834,755,1977,108,-.43386459,,3.1675236,-.53477687,,4.5612936,,0,0,1,0,0,0,0,0,0
756-1,7,1979,.648,23.5334,1.1327,99.608299,-.43386459,3.1584206,.12460414,4.6012454,756,1978,108,-.51919383,-.43386459,3.2113233,-.53853947,-.53477687,4.5783834,4.5612936,0,0,0,1,0,0,0,0,0
757-1,7,1980,.66900003,25.3039,1.0775,100.5501,-.40197116,3.2309585,.07464353,4.6106563,757,1979,108,-.43386459,-.51919383,3.1584206,.12460414,-.53853947,4.6012454,4.5783834,0,0,0,0,1,0,0,0,0
758-1,7,1981,.74800003,24.0532,.98869997,99.558098,-.29035226,3.180268,-.011364358,4.6007414,758,1980,108,-.40197116,-.43386459,3.2309585,.07464353,.12460414,4.6106563,4.6012454,0,0,0,0,0,1,0,0,0
759-1,7,1982,.74400002,24.7047,.86119998,98.615097,-.29571423,3.2069936,-.14942855,4.5912242,759,1981,108,-.29035226,-.40197116,3.180268,-.011364358,.07464353,4.6007414,4.6106563,0,0,0,0,0,0,1,0,0
760-1,7,1983,.76700002,24.0431,.7773,100.0301,-.26526845,3.179848,-.2519289,4.6054711,760,1982,108,-.29571423,-.29035226,3.2069936,-.14942855,-.011364358,4.5912242,4.6007414,0,0,0,0,0,0,0,1,0
761-1,7,1984,.824,23.9268,.93889999,101.1133,-.19358476,3.1749992,-.063046306,4.6162415,761,1983,108,-.26526845,-.29571423,3.179848,-.2519289,-.14942855,4.6054711,4.5912242,0,0,0,0,0,0,0,0,1
762-1,7,1977,4.7420001,10.2997,1.2939,96.389999,1.556459,2.3321147,.25766093,4.5684023,762,1984,109,,,,,,,,0,1,0,0,0,0,0,0,0
763-1,7,1978,4.96,10.3787,1.3694,98.607803,1.6014057,2.3397555,.31437272,4.5911503,763,1977,109,1.556459,,2.3321147,.25766093,,4.5684023,,0,0,1,0,0,0,0,0,0
764-1,7,1979,5.1459999,10.5851,1.4332,100.3584,1.6382197,2.3594475,.35990971,4.608748,764,1978,109,1.6014057,1.556459,2.3397555,.31437272,.25766093,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
765-1,7,1980,5.4289999,10.7233,1.4141001,100.1834,1.6917549,2.3724189,.34649333,4.6070027,765,1979,109,1.6382197,1.6014057,2.3594475,.35990971,.31437272,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
766-1,7,1981,5.4429998,11.2023,1.3161,98.674301,1.6943303,2.4161191,.27467281,4.5918245,766,1980,109,1.6917549,1.6382197,2.3724189,.34649333,.35990971,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
767-1,7,1982,5.6199999,10.6793,1.223,99.380699,1.7263316,2.3683074,.20130689,4.598958,767,1981,109,1.6943303,1.6917549,2.4161191,.27467281,.34649333,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
768-1,7,1983,5.6630001,10.775,1.1919,100.5633,1.7339538,2.3772285,.17554869,4.6107874,768,1982,109,1.7263316,1.6943303,2.3683074,.20130689,.27467281,4.598958,4.5918245,0,0,0,0,0,0,0,1,0
769-1,7,1984,5.697,10.6654,1.2924,101.6802,1.7399397,2.3670049,.25650096,4.6218324,769,1983,109,1.7339538,1.7263316,2.3772285,.17554869,.20130689,4.6107874,4.598958,0,0,0,0,0,0,0,0,1
770-1,1,1977,5.6929998,25.739901,.96810001,127.164,1.7392373,3.2480423,-.032419879,4.8454776,770,1984,110,,,,,,,,0,1,0,0,0,0,0,0,0
